SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
120;120;SAN_GIORGIO_JONICO;17.3822305556;40.4578;86;0;120;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
121;121;SAN_GIOVANNI_ROTONDO;15.7087611111;41.7066694444;572;0;121;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
122;122;SAN_MARCO_IN_LAMIS;15.6361194444;41.7101944444;564;0;122;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
124;124;SAN_PANCRAZIO_SALENTINO;17.8398305556;40.4185388889;64;0;124;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
125;125;SAN_PAOLO_CIVITATE;15.2585916667;41.7413;187;0;125;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
126;126;SAN_PIETRO_VERNOTICO;18.0014694444;40.480625;49;0;126;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
127;127;SAN_SAMUELE_DI_CAFIERO;16.0592472222;41.2690555556;46;0;127;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
128;128;SAN_SEVERO;15.3838361111;41.6928055556;97;0;128;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
133;133;SAN_VITO_DEI_NORMANNI;17.7054416667;40.6570694444;116;0;133;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
123;123;SAN_NICANDRO_GARGANICO;15.5624777778;41.8371166667;236;0;123;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
130;130;SANTA_MARIA_DI_LEUCA;18.3548555556;39.7986194444;26;0;130;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
129;129;SANTAGATA_DI_PUGLIA;15.3812611111;41.1492333333;710;0;129;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
131;131;SANT_ANGELO_DEI_LOMBARDI;15.1689027778;40.9173138889;875;0;131;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
132;132;SANTERAMO_IN_COLLE;16.760925;40.7921388889;489;0;132;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
134;134;SAVIGNANO_IRPINO;15.1836194444;41.2248222222;718;0;134;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
135;135;SPINAZZOLA;16.0970138889;40.9615527778;458;0;135;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
137;137;TALSANO;17.2727555556;40.4102194444;37;0;137;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
138;138;TARANTO;17.2504222222;40.4643333333;27;0;138;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
139;139;TAVIANO;18.0887861111;39.9817833333;72;0;139;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
140;140;TEORA;15.2425388889;40.8455027778;687;0;140;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
141;141;TERTIVERI;15.205975;41.4328222222;364;0;141;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
142;142;TORREMAGGIORE;15.2920555556;41.6894138889;184;0;142;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
143;143;TROIA;15.3095888889;41.3614611111;448;0;143;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
144;144;TURI;17.0223611111;40.9205111111;260;0;144;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
145;145;VENOSA;15.810636111099999;40.9641694444;426;0;145;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
146;146;VICO_GARGANICO;15.9582638889;41.8912305556;450;0;146;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
147;147;VIESTE;16.1752138889;41.8799555556;53;0;147;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
148;148;VIGNACASTRISI;18.4087944444;40.0118472222;99;0;148;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
149;149;VOLTURARA_APPULA;15.0634194444;41.5020805556;604;0;149;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
150;150;VOLTURINO;15.1274416667;41.4772388889;713;0;150;NA;16;NA ** Serie fornita da Centro Funzionale Puglia
