SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Regione;FullSiteCode;Elevation_flag
247;E208;Codroipo ponte SP. 65;12.9926;45.9566;38;FVG;OD:E208;1
248;E400;Molino Vecchio;13.0511;45.8814;13;FVG;OD:E400;1
249;E401;Sivigliano;13.0534;45.882;13;FVG;OD:E401;1
250;E500;TURRIDA;12.9385;46.0262;82;FVG;OD:E500;1
251;E501;FLAIBANO;12.9817;46.0476;92;FVG;OD:E501;1
252;E502;LESTIZZA;13.1353;45.9512;42;FVG;OD:E502;1
253;E503;VILLACACCIA;13.0708;45.9723;46;FVG;OD:E503;1
254;E504;VILLAORBA;13.0686;46.0105;72;FVG;OD:E504;1
255;E505;SAN LORENZO DI SEDEGLIANO;12.9991;46.0011;66;FVG;OD:E505;1
256;E507;RIVOLTO;13.0213;45.9544;37;FVG;OD:E507;1
257;E509;TALMASSONS;13.1159;45.9287;29;FVG;OD:E509;1
258;E512;FAGAGNA POLIAMBULATORIO;13.098;46.1143;198;FVG;OD:E512;1
259;E513;PANTIANICCO;13.0393;46.0142;75;FVG;OD:E513;1
260;E514;COLLOREDO DI PRATO;13.1396;46.0572;100;FVG;OD:E514;1
261;F001;Casello F.S.;13.1036;45.8093;6;FVG;OD:F001;1
262;F003;Casa Longo;13.1046;45.8084;6;FVG;OD:F003;1
263;G001;ZEGLIANUTTO;13.1535;46.1961;219;FVG;OD:G001;1
264;G002;COLLALTO BORGO DI SOTTO;13.2034;46.1922;207;FVG;OD:G002;1
265;G003;COLLOREDO DI MONTE ALBANO;13.1458;46.1668;170;FVG;OD:G003;1
266;G004;ALNICCO;13.1658;46.1178;193;FVG;OD:G004;1
267;G005;CASTELLERIO;13.1875;46.1197;159;FVG;OD:G005;1
268;G006;Pagnacco;13.1964;46.1141;132;FVG;OD:G006;1
269;G007;MORUZZO;13.1269;46.1178;233;FVG;OD:G007;1
270;G008;Colugna;13.1925;46.0927;126;FVG;OD:G008;1
271;G009;RIZZI;13.1989;46.0879;120;FVG;OD:G009;1
272;G010;UDINE CASTELLO;13.2367;46.0649;109;FVG;OD:G010;1
273;G011;PASIAN DI PRATO;13.1797;46.0523;104;FVG;OD:G011;1
274;G012;TAVAGNACCO;13.2153;46.1266;156;FVG;OD:G012;1
275;G013;Basaldella di Campoformido;13.2079;46.0281;90;FVG;OD:G013;1
276;G050;POZZUOLO DEL FRIULI;13.195;45.9883;69;FVG;OD:G050;1
277;G051;MORTEGLIANO;13.1797;45.9474;40;FVG;OD:G051;1
278;G052;CASTIONS DI STRADA;13.1941;45.9052;22;FVG;OD:G052;1
