SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
812;369;Armungia;9.3784;39.5229;357;1;OD:369;NA;20;NA
813;371;Muravera;9.563;39.4241;20;1;OD:371;NA;20;NA
814;373;Tuviois (M.ra);9.3195;39.3919;591;1;OD:373;NA;20;NA
815;376;Monte Acuto (C.ra);9.4819;39.3506;136;1;OD:376;NA;20;NA
816;377;Castiadas (Colonia Penale);9.497;39.2363;167;1;OD:377;NA;20;NA
817;380;Villasimius;9.5196;39.1434;51;1;OD:380;NA;20;NA
818;382;Burcei;9.3578;39.3462;660;1;OD:382;NA;20;NA
819;383;Corongiu (Acquedotto);9.2807;39.3109;173;1;OD:383;NA;20;NA
820;384;Sa Pira (Caserma);9.1863;39.3096;186;1;OD:384;NA;20;NA
821;385;Settimo S.Pietro;9.1755;39.289;69;1;OD:385;NA;20;NA
822;391;Dolianova F.C.;9.1678;39.3768;211;1;OD:391;NA;20;NA
823;393;Sestu (C.ra);9.0661;39.2965;43;1;OD:393;NA;20;NA
824;395;Suaredda;9.6574;40.7827;11;1;OD:395;NA;20;NA
825;396;Nuxis;8.7393;39.1548;190;1;OD:396;NA;20;NA
826;397;Sassari (Oss. Eco.);8.594;40.7155;299;1;OD:397;NA;20;NA
827;398;Bacu Abis;8.4666;39.2422;118;1;OD:398;NA;20;NA
828;399;Cuili Seu;9.4717;39.3092;204;1;OD:399;NA;20;NA
829;400;Flumini di Quartu;9.2824;39.2386;24;1;OD:400;NA;20;NA
830;401;La Corte;8.2832;40.735;101;1;OD:401;NA;20;NA
831;402;Monti Nieddu;8.9037;39.1019;341;1;OD:402;NA;20;NA
832;403;Nebida;8.437;39.3187;283;1;OD:403;NA;20;NA
833;404;Pranu Antoni (Diga);8.8474;39.9993;90;1;OD:404;NA;20;NA
834;405;Romana;8.602;40.4879;292;1;OD:405;NA;20;NA
835;408;Putzuidu;8.4078;40.0263;2;1;OD:408;NA;20;NA
839;412;S M  Neapolis;8.5517;39.6873;5;1;OD:412;NA;20;NA
840;413;Idrov 14;8.5852;39.7588;4;1;OD:413;NA;20;NA
843;416;Benzone;9.0529;40.1452;185;1;OD:416;NA;20;NA
847;420;Pattada;9.1517;40.5909;569;1;OD:420;NA;20;NA
849;422;Paduledda;8.8973;40.998;193;1;OD:422;NA;20;NA
852;425;Golfo Aranci;9.578;40.9956;52;1;OD:425;NA;20;NA
854;427;S L.di Siniscola;9.7396;40.6034;16;1;OD:427;NA;20;NA
861;434;San Priamo;9.5587;39.3581;4;1;OD:434;NA;20;NA
864;437;Cagliari;9.1178;39.2258;29;1;OD:437;NA;20;NA
