SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
256;PIEN0;Piena;7.51643;43.91062;309;1;OD:PIEN0;NA;7;NA
257;PIGN0;Pigna;7.66162;43.93297;372;1;OD:PIGN0;NA;7;NA
258;PLDO0;Piampaludo;8.58278;44.46181;865;1;OD:PLDO0;NA;7;NA
259;PNSI0;Panesi;9.35624;44.34209;50;1;OD:PNSI0;NA;7;NA
260;PNT10;Pontedecimo;8.90178;44.4989;151;1;OD:PNT10;NA;7;NA
263;POGLI;Pogli d'Ortovero;8.06393;44.05445;126;1;OD:POGLI;NA;7;NA
265;PON20;Genova - Pontedecimo;8.9001;44.48852;181;1;OD:PON20;NA;7;NA
266;PONVD;Pontremoli - Verdeno;9.87634;44.37486;256;1;OD:PONVD;NA;7;NA
267;PONZT;Pontremoli - S.S.Annunziata;9.88597;44.37014;290;1;OD:PONZT;NA;7;NA
268;POORT;Pogli d'Ortovero;8.05562;44.05394;134;1;OD:POORT;NA;7;NA
270;PORT0;Portovenere;9.83414;44.05215;29;1;OD:PORT0;NA;7;NA
271;POVE0;Pogli d'Ortovero;8.05562;44.05394;134;1;OD:POVE0;NA;7;NA
272;PRATO;Genova - Prato;9.01292;44.44908;122;1;OD:PRATO;NA;7;NA
274;PRGO0;Presa Gordana;9.7998;44.34969;705;1;OD:PRGO0;NA;7;NA
275;PRNA0;Parana;9.86066;44.28279;667;1;OD:PRNA0;NA;7;NA
276;PROP0;Propata;9.19228;44.55318;894;1;OD:PROP0;NA;7;NA
277;PRTO0;Genova - Prato;9.01292;44.44908;122;1;OD:PRTO0;NA;7;NA
278;PRZZ0;Parazzuolo;9.32516;44.47679;856;1;OD:PRZZ0;NA;7;NA
279;PSSA0;Pontremoli - SS.Annunziata;9.88597;44.37014;290;1;OD:PSSA0;NA;7;NA
280;PTCO0;Pieve di Teco;7.91473;44.04952;293;1;OD:PTCO0;NA;7;NA
281;PTECO;Pieve di Teco;7.91473;44.04952;293;1;OD:PTECO;NA;7;NA
284;PVSPO;Pieve S. Paolo;10.17423;44.25625;614;1;OD:PVSPO;NA;7;NA
286;RCOL0;Collodari;9.15162;44.37697;110;1;OD:RCOL0;NA;7;NA
287;REPPI;Reppia;9.45774;44.37488;625;1;OD:REPPI;NA;7;NA
288;RIAL0;Rialto;8.26437;44.22664;453;1;OD:RIAL0;NA;7;NA
289;RICC0;Ricco' del Golfo;9.76264;44.15261;168;1;OD:RICC0;NA;7;NA
291;ROCC0;Rocchetta;9.84724;44.32652;473;1;OD:ROCC0;NA;7;NA
292;ROCNE;Rocchetta Nervina;7.60177;43.88859;336;1;OD:ROCNE;NA;7;NA
293;ROGN0;Rovegno;9.2825;44.57594;686;1;OD:ROGN0;NA;7;NA
295;ROND0;Rondanina;9.20222;44.55;1001;1;OD:ROND0;NA;7;NA
296;RONE0;Rocchetta Nervina;7.60177;43.88859;336;1;OD:RONE0;NA;7;NA
297;ROSG0;Rossiglione;8.6681;44.5694;401;1;OD:ROSG0;NA;7;NA
298;ROSIG;Rocca Sigillina;9.95572;44.36652;530;1;OD:ROSIG;NA;7;NA
301;RPPA0;Reppia;9.45774;44.37488;625;1;OD:RPPA0;NA;7;NA
302;RSIGN;Rocca Sigillina;9.95572;44.36652;530;1;OD:RSIGN;NA;7;NA
303;RUG20;Rugge di Pontedassio;8.00619;43.94153;181;1;OD:RUG20;NA;7;NA
304;RUGGE;Rugge di Pontedassio;8.00619;43.94153;181;1;OD:RUGGE;NA;7;NA
305;SAEL0;Ponte Poggi;8.46609;44.36676;146;1;OD:SAEL0;NA;7;NA
306;SALB0;S. Alberto;8.83;44.45;458;1;OD:SALB0;NA;7;NA
309;SANG0;Sanguineto;9.03556;44.48333;648;1;OD:SANG0;NA;7;NA
310;SANTU;Santuario di Savona;8.43753;44.34555;140;1;OD:SANTU;NA;7;NA
311;SARAA;Sestri Levante - Sara;9.42966;44.27;20;1;OD:SARAA;NA;7;NA
312;SARE0;Sanremo - Casino';7.77634;43.81484;2;1;OD:SARE0;NA;7;NA
313;SARO0;Sarola;7.99402;43.95551;133;1;OD:SARO0;NA;7;NA
315;SASA0;Santuario di Savona;8.43753;44.34555;140;1;OD:SASA0;NA;7;NA
316;SCIA0;Sciarborasca;8.61465;44.40117;251;1;OD:SCIA0;NA;7;NA
317;SCO20;Scoffera;9.1185;44.47901;729;1;OD:SCO20;NA;7;NA
318;SCOFF;Scoffera;9.1185;44.47901;729;1;OD:SCOFF;NA;7;NA
319;SEGN0;Segno;8.3835;44.25404;127;1;OD:SEGN0;NA;7;NA
321;SELL0;Sella di Savona;8.34743;44.34548;408;1;OD:SELL0;NA;7;NA
323;SIMG0;Genova - Servizio Idrografico;8.94619;44.40081;45;1;OD:SIMG0;NA;7;NA
324;SIMGE;Genova - Servizio Idrografico;8.94619;44.40081;45;1;OD:SIMGE;NA;7;NA
325;SIRO0;Genova - S. Siro Struppa;9;44.45;165;1;OD:SIRO0;NA;7;NA
326;SLEVA;Sestri Levante;9.40992;44.27377;10;1;OD:SLEVA;NA;7;NA
327;SMAR0;S. Margherita Ligure;9.2124;44.33438;55;1;OD:SMAR0;NA;7;NA
328;SMCH0;S. Michele;9.39401;44.42362;327;1;OD:SMCH0;NA;7;NA
330;SMON0;S. Martino del Monte;9.3478;44.36555;153;1;OD:SMON0;NA;7;NA
331;SMST0;S. Maria di Sturla;9.35104;44.35819;108;1;OD:SMST0;NA;7;NA
332;SMVA0;S. Margherita Vara;9.65964;44.2747;225;1;OD:SMVA0;NA;7;NA
333;SMVAR;S. Margherita Vara;9.65964;44.2747;225;1;OD:SMVAR;NA;7;NA
334;SNDA0;Sanda;8.5273;44.36189;191;1;OD:SNDA0;NA;7;NA
335;SNTA0;Stella S. Giustina;8.48252;44.41582;369;1;OD:SNTA0;NA;7;NA
336;SOLIE;Soliera;10.06207;44.20233;177;1;OD:SOLIE;NA;7;NA
337;SPIC0;Segheria Piccardo;8.45384;44.33852;160;1;OD:SPIC0;NA;7;NA
338;SPIE0;S. Pietro di Novella;9.21077;44.36319;91;1;OD:SPIE0;NA;7;NA
339;SPZA0;La Spezia;9.82819;44.10703;3;1;OD:SPZA0;NA;7;NA
343;SRZN0;Sarzana;9.964;44.11378;33;1;OD:SRZN0;NA;7;NA
344;SSAT0;S. Stefano d'Aveto;9.45159;44.54724;1073;1;OD:SSAT0;NA;7;NA
345;SSGIU;Stella S. Giustina;8.48252;44.41582;369;1;OD:SSGIU;NA;7;NA
347;STAT0;Statale;9.48235;44.34761;583;1;OD:STAT0;NA;7;NA
348;STBE0;Stella S. Bernardo;8.47703;44.39531;305;1;OD:STBE0;NA;7;NA
349;STELL;Stellanello;8.05527;44.00021;255;1;OD:STELL;NA;7;NA
350;STLL0;Stellanello;8.05527;44.00021;255;1;OD:STLL0;NA;7;NA
351;STMA0;Stella S. Martino;8.51543;44.39091;295;1;OD:STMA0;NA;7;NA
352;STMEL;Mele;8.73312;44.47419;351;1;OD:STMEL;NA;7;NA
353;SUPE0;Montelungo Superiore;9.90811;44.44728;789;1;OD:SUPE0;NA;7;NA
354;SVIG0;Vignolo;9.37344;44.38158;166;1;OD:SVIG0;NA;7;NA
355;SVIN0;Savona - Istituto Nautico;8.48305;44.3062;5;1;OD:SVIN0;NA;7;NA
356;SZGN0;Sero' di Zignago;9.73698;44.26434;525;1;OD:SZGN0;NA;7;NA
357;SZIGN;Sero' di Zignago;9.73698;44.26434;525;1;OD:SZIGN;NA;7;NA
358;TAGG0;Taggia;7.85207;43.86182;48;1;OD:TAGG0;NA;7;NA
360;TAVO0;Tavole;7.90804;43.93014;529;1;OD:TAVO0;NA;7;NA
361;TAVRN;Tavarone;9.54859;44.31274;587;1;OD:TAVRN;NA;7;NA
362;TESTI;Testico;8.03517;44.00653;349;1;OD:TESTI;NA;7;NA
363;TGLL0;Tigliolo;9.36156;44.44327;418;1;OD:TGLL0;NA;7;NA
364;TLIC0;Licciana;10.03743;44.26329;276;1;OD:TLIC0;NA;7;NA
365;TNDL0;Tendola;10.03783;44.16089;290;1;OD:TNDL0;NA;7;NA
366;TNDLA;Tendola;10.03346;44.15582;289;1;OD:TNDLA;NA;7;NA
367;TOIR0;Carpe;8.16522;44.14276;510;1;OD:TOIR0;NA;7;NA
