SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Regione;FullSiteCode;Elevation_flag
304;TOS03005711;Montepescini Siap;11.301306;43.127074;240;Toscana;OD:TOS03005711;1
305;TOS03005725;Petriolo Siap;11.300753;43.081181;208;Toscana;OD:TOS03005725;1
306;TOS03005781;S. Angelo Cinigiano Siap;11.426519;42.960965;107;Toscana;OD:TOS03005781;1
307;TOS03005792;Sasso d'Ombrone Siap;11.322468;42.934931;97;Toscana;OD:TOS03005792;1
308;TOS03005811;Castellina Siap;11.240906;42.794408;23;Toscana;OD:TOS03005811;1
309;TOS03005865;Podere Peretti Siap;11.234759;42.569511;21;Toscana;OD:TOS03005865;1
310;TOS03005881;Ponte di Montemerano Siap;11.457597;42.639786;111;Toscana;OD:TOS03005881;1
311;TOS03005895;Marsiliana Siap;11.337483;42.54592;19;Toscana;OD:TOS03005895;1
337;TOS09000001;Magra a Piccatello;9.883384;44.384146;326;Toscana;OD:TOS09000001;1
340;TOS09000015;Bagnone;9.983391;44.317473;327;Toscana;OD:TOS09000015;1
342;TOS09000021;Licciana Nardi;10.003425;44.242671;151;Toscana;OD:TOS09000021;1
343;TOS09000022;Pietra Piccata;9.823247;44.339638;958;Toscana;OD:TOS09000022;1
344;TOS09000023;Bosco di Rossano;9.797503;44.30491;753;Toscana;OD:TOS09000023;1
345;TOS09000024;Passo del Brattello;9.822936;44.456242;946;Toscana;OD:TOS09000024;1
346;TOS09001000;Baccatoio;10.226;43.924;2;Toscana;OD:TOS09001000;1
347;TOS09001053;Passo della Cisa;9.920361;44.46639;1000;Toscana;OD:TOS09001053;1
348;TOS09001061;Patigno;9.764477;44.354709;725;Toscana;OD:TOS09001061;1
349;TOS09001080;Pontremoli depuratore;9.883168;44.369246;290;Toscana;OD:TOS09001080;1
350;TOS09001083;S. Giustina;9.896691;44.361703;226;Toscana;OD:TOS09001083;1
351;TOS09001088;Rocca Sigillina;9.956091;44.366647;530;Toscana;OD:TOS09001088;1
352;TOS09001110;Parana;9.864351;44.28417;807;Toscana;OD:TOS09001110;1
353;TOS09001120;Villafranca;9.948586;44.291137;129;Toscana;OD:TOS09001120;1
354;TOS09001130;Iera;10.033607;44.333288;680;Toscana;OD:TOS09001130;1
355;TOS09001143;Comano;10.119607;44.303855;733;Toscana;OD:TOS09001143;1
356;TOS09001160;Passo del Cerreto;10.216759;44.304268;1215;Toscana;OD:TOS09001160;1
357;TOS09001180;Turano - Pieve S. Paolo;10.153175;44.248632;481;Toscana;OD:TOS09001180;1
358;TOS09001200;Mazzola;10.11782;44.213079;530;Toscana;OD:TOS09001200;1
359;TOS09001210;Minucciano;10.209776;44.172257;766;Toscana;OD:TOS09001210;1
360;TOS09001220;Equi Terme;10.151111;44.171028;358;Toscana;OD:TOS09001220;1
361;TOS09001223;Soliera;10.062394;44.202382;177;Toscana;OD:TOS09001223;1
362;TOS09001230;Tendola;10.034669;44.158176;290;Toscana;OD:TOS09001230;1
364;TOS09001246;Calamazza;9.95104;44.201787;152;Toscana;OD:TOS09001246;1
