SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Regione;FullSiteCode;Elevation_flag
311;S2985;QUINTO VERCELLESE CERVO;8.374296;45.38133;138;Piemonte;OD:S2985;1
312;S3098;CASTAGNETO PO;7.883782;45.15042;430;Piemonte;OD:S3098;1
313;S3099;PRADEBONI;7.638548;44.298737;945;Piemonte;OD:S3099;1
314;S3212;GRAGLIA;7.95;45.569149;864;Piemonte;OD:S3212;1
315;S3214;FORZO;7.487117;45.513487;1220;Piemonte;OD:S3214;1
316;S3215;MOROZZO;7.692122;44.417886;438;Piemonte;OD:S3215;1
317;S3216;GARBAGNA;8.991984;44.784294;310;Piemonte;OD:S3216;1
318;S3217;CERANO;8.801457;45.41434;123;Piemonte;OD:S3217;1
319;S3218;NEBBIUNO;8.506155;45.826504;819;Piemonte;OD:S3218;1
320;S3222;SANTINO SAN BERNARDINO;8.525428;45.956615;263;Piemonte;OD:S3222;1
321;S3223;VIGLIANO CERVO;8.111119;45.554279;297;Piemonte;OD:S3223;1
322;S3224;COSSATO STRONA;8.182999;45.568938;258;Piemonte;OD:S3224;1
323;S3226;CAMPERTOGNO SESIA;8.031849;45.798592;873;Piemonte;OD:S3226;1
324;S3228;LOAZZOLO;8.233281;44.67417;503;Piemonte;OD:S3228;1
325;S3237;SESTRIERE BANCHETTA;6.910035;44.964868;2368;Piemonte;OD:S3237;1
326;S3238;BARDONECCHIA PIAN DEL SOLE;6.704811;45.063259;1603;Piemonte;OD:S3238;1
327;S3254;CUNEO CASCINA VECCHIA;7.527265;44.370028;563;Piemonte;OD:S3254;1
328;S3375;TRASQUERA;8.205933;46.215046;1054;Piemonte;OD:S3375;1
329;S3447;TORINO VIA DELLA CONSOLATA;7.678378;45.075935;234;Piemonte;OD:S3447;1
330;S3685;PINEROLO;7.359495;44.897099;338;Piemonte;OD:S3685;1
331;S3716;SAN BARTOLOMEO PESIO;7.663033;44.270974;810;Piemonte;OD:S3716;1
332;S3735;CORTEMILIA UZZONE;8.195928;44.57892;286;Piemonte;OD:S3735;1
333;S3736;LEVALDIGI GRANA;7.618176;44.558959;364;Piemonte;OD:S3736;1
334;S3755;MARGARITA BROBBIO;7.687371;44.399511;446;Piemonte;OD:S3755;1
335;S3758;MOMBASIGLIO MONGIA;7.964525;44.368023;462;Piemonte;OD:S3758;1
336;S3762;DOGLIANI REA;7.954392;44.531717;339;Piemonte;OD:S3762;1
337;S3781;FRABOSA SOPRANA CORSAGLIA;7.836335;44.274725;907;Piemonte;OD:S3781;1
338;S3869;TORINO REISS ROMOLI;7.670936;45.112512;234;Piemonte;OD:S3869;1
339;S3886;ROCCHETTA BELBO;8.174492;44.634834;332;Piemonte;OD:S3886;1
340;S3923;PORNASSINO NEGRONE;7.812169;44.124936;1150;Piemonte;OD:S3923;1
341;S3924;STAFFARDA GHIANDONE;7.431202;44.727444;262;Piemonte;OD:S3924;1
342;S3925;RASTELLO ELLERO;7.731105;44.264692;938;Piemonte;OD:S3925;1
343;S3926;ROBILANTE VERMENAGNA;7.517372;44.262099;813;Piemonte;OD:S3926;1
344;S3927;TORRETTE VARAITA;7.106137;44.583609;1390;Piemonte;OD:S3927;1
345;S3930;MONASTEROLO CASOTTO;7.937143;44.310927;742;Piemonte;OD:S3930;1
346;S3931;ANDONNO GESSO;7.434212;44.29087;911;Piemonte;OD:S3931;1
